id	idh	name	tag
840	0348	Cough Drop	Expend
841	0349	Meat Gum	Expend
842	034A	Quelorie Magic	Expend
843	034B	Bone Senbei	Expend
844	034C	Milk Chocolate	Expend
845	034D	Yummy Gummy	Expend
846	034E	Ruby	Expend
847	034F	Tater Longs	Expend
848	0350	TaP Soda	Expend
849	0351	Prize Sticker	Expend
850	0352	Super Croquette	Expend
851	0353	Steak Croquette	Expend
852	0354	Steak Skewer	Expend
853	0355	Dr. Salt NEO	Expend
854	0356	Second Maid	Expend
855	0357	The Natural	Expend
856	0358	Orange Smash	Expend
857	0359	Yukiko's Lunch	Expend
858	035A	Chie's Muffin	Expend
859	035B	Naoto's Candy	Expend
860	035C	Pulsating Stone	Expend
861	035D	Mystical Scarab	Expend
862	035E	Olympic Tape	Expend
863	035F	Uplifting Radio	Expend
864	0360	Spirit Radio	Expend
865	0361	Diet Food	Expend
866	0362	Slimming Food	Expend
867	0363	Heavy Soup	Expend
868	0364	Giant Candy	Expend
869	0365	Wasabi Jelly	Expend
870	0366	Herbal Pill	Expend
871	0367	Longevity Pill	Expend
872	0368	0x368	FLR
873	0369	Bug Bait	Expend
874	036A	Luxurious Coffee	Expend
875	036B	Power Mountain Blend	Expend
876	036C	Magic Mountain Blend	Expend
877	036D	Tough Mountain Blend	Expend
878	036E	Speed Mountain Blend	Expend
879	036F	Lucky Mountain Blend	Expend
880	0370	0x370	FLR
881	0371	Fire Breaker	Expend|HF
882	0372	Ice Breaker	Expend|HF
883	0373	Wind Breaker	Expend|HF
884	0374	Lightning Breaker	Expend|HF
885	0375	Sacred Branch	Expend|HF
886	0376	0x376	FLR
887	0377	0x377	FLR
888	0378	0x378	FLR
889	0379	0x379	FLR
890	037A	0x37A	FLR
891	037B	0x37B	FLR
892	037C	0x37C	FLR
893	037D	0x37D	FLR
894	037E	0x37E	FLR
895	037F	0x37F	FLR
896	0380	0x380	FLR
897	0381	0x381	FLR
898	0382	0x382	FLR
899	0383	0x383	FLR
900	0384	0x384	FLR
901	0385	0x385	FLR
902	0386	0x386	FLR
903	0387	0x387	FLR
904	0388	0x388	FLR
905	0389	0x389	FLR
906	038A	0x38A	FLR
907	038B	0x38B	FLR
908	038C	Bread Crumbs	Expend
909	038D	Tatsuhime Ladybug	Bugs
910	038E	Yaso Locust	Bugs
911	038F	Meiou Cricket	Bugs
912	0390	Inaba Jewel Beetle	Bugs
913	0391	Daimyo Grasshopper	Bugs
914	0392	Heike Stag Beetle	Bugs
915	0393	Genji Beetle	Bugs
916	0394	0x394	FLR
917	0395	0x395	FLR
918	0396	0x396	FLR
919	0397	0x397	FLR
920	0398	0x398	FLR
921	0399	0x399	FLR
922	039A	0x39A	FLR
923	039B	Passion Candy	Expend
924	039C	Sincerity Cookie	Expend
925	039D	Love Marshmallow	Expend
926	039E	Rise's Flan	Expend
927	039F	0x39F	FLR
928	03A0	Life Stone	Expend|HF
929	03A1	Revival Bead	Expend|HF
930	03A2	Sentou Seed	Expend|HF
931	03A3	Sentou Petal	Expend|HF
932	03A4	Sentou Fruit	Expend|HF
933	03A5	Fire Bell	Expend|HF
934	03A6	Ice Bell	Expend|HF
935	03A7	Wind Bell	Expend|HF
936	03A8	Lightning Bell	Expend|HF
937	03A9	Flame Dotaku	Expend|HF
938	03AA	Frigid Dotaku	Expend|HF
939	03AB	Gale Dotaku	Expend|HF
940	03AC	Bolt Dotaku	Expend|HF
941	03AD	0x3AD	FLR
942	03AE	0x3AE	FLR
943	03AF	Mini Melon Bread	Expend
944	03B0	Choco Melon Bread	Expend
945	03B1	Cream Melon Bread	Expend
946	03B2	Mini Cornet	Expend
947	03B3	Yakisoba Cornet	Expend
948	03B4	Red Bean Cornet	Expend
949	03B5	Mini Anpan	Expend
950	03B6	Mochi Anpan	Expend
951	03B7	Cream Anpan	Expend
952	03B8	White Karinto	Expend
953	03B9	Rice Chocolate	Expend
954	03BA	Sour Konbu	Expend
955	03BB	Plum Candy	Expend
956	03BC	Rainbow Konpeito	Expend
957	03BD	Quelorie Mate	Expend
958	03BE	Corn Potage Cracker	Expend
959	03BF	Blue Pepper Chips	Expend
960	03C0	Blue Cheese Chips	Expend
961	03C1	Seaweed Cracker	Expend
962	03C2	Kampo Chocolate	Expend
963	03C3	Checkerboard Cookie	Expend
964	03C4	Caramel Drop	Expend
965	03C5	Fruit Candy	Expend
966	03C6	Rich Milk Candy	Expend
967	03C7	0x3C7	FLR
968	03C8	0x3C8	FLR
969	03C9	0x3C9	FLR
970	03CA	0x3CA	FLR
971	03CB	0x3CB	FLR
972	03CC	0x3CC	FLR
973	03CD	0x3CD	FLR
974	03CE	0x3CE	FLR
975	03CF	0x3CF	FLR
976	03D0	0x3D0	FLR
977	03D1	0x3D1	FLR
978	03D2	Angel Statue	Quest
979	03D3	Demon Statue	Quest
980	03D4	Ritz Wire	Quest
981	03D5	Trio Wig	Quest
982	03D6	Fitting Board	Quest
983	03D7	Old Key	Quest
984	03D8	Suspicious Pole	Quest
985	03D9	Coal	Quest
986	03DA	Reflecting Board	Quest
987	03DB	Crooked Cross	Quest
988	03DC	Grand Horn	Quest
989	03DD	Flower Brooch	Quest
990	03DE	Charmed Veil	Quest
991	03DF	Eternal Lamp	Quest
992	03E0	Leaf Pochette	Quest
993	03E1	Culurium	Quest
994	03E2	Crystal Ball	Quest
995	03E3	Fine Coal	Quest
996	03E4	High-Speed Gear	Quest
997	03E5	Branch Headband	Quest
998	03E6	Training Shell	Quest
999	03E7	Animal Guide	Quest
1000	03E8	Classy Lumber	Quest
1001	03E9	Old Ore	Quest
1002	03EA	Modest Lamp	Quest
1003	03EB	Mori Ranmaru	Quest
1004	03EC	Sea Guardian	Fish
1005	03ED	Meguro Tuna	Fish
1006	03EE	Drifting Trash	Fish
1007	03EF	0x3EF	FLR
1008	03F0	Guardian	Fish
1009	03F1	Huge Fish	Fish
1010	03F2	Inaba Trout	Fish
1011	03F3	Amber Seema	Fish
1012	03F4	Genji Ayu	Fish
1013	03F5	Red Goldfish	Fish
1014	03F6	Hachiro Octopus	Fish
1015	03F7	0x3F7	FLR
1016	03F8	Bait	Expend
1017	03F9	0x3F9	FLR
1018	03FA	0x3FA	FLR
1019	03FB	0x3FB	FLR
1020	03FC	0x3FC	FLR
1021	03FD	0x3FD	FLR
1022	03FE	0x3FE	FLR
1023	03FF	0x3FF	FLR
1024	0400	Blank	BLN
1025	0401	Velvet Key	Key
1026	0402	Mitsuo's Photo	Key
1027	0403	0x403	FLR
1028	0404	0x404	FLR
1029	0405	0x405	FLR
1030	0406	0x406	FLR
1031	0407	0x407	FLR
1032	0408	0x408	FLR
1033	0409	0x409	FLR
1034	040A	0x40A	FLR
1035	040B	0x40B	FLR
1036	040C	0x40C	FLR
1037	040D	0x40D	FLR
1038	040E	0x40E	FLR
1039	040F	0x40F	FLR
1040	0410	0x410	FLR
1041	0411	0x411	FLR
1042	0412	0x412	FLR
1043	0413	0x413	FLR
1044	0414	0x414	FLR
1045	0415	0x415	FLR
1046	0416	0x416	FLR
1047	0417	0x417	FLR
1048	0418	Spiral Bookmark	Key
1049	0419	Orb of Sight	Key
1050	041A	Aqua Invitation	Key
1051	041B	0x41B	FLR
1052	041C	0x41C	FLR
1053	041D	Fishhook	Key
1054	041E	Deep-Sea Rod	Key
1055	041F	Butterfly Net	Key
1056	0420	River Rod	Key
1057	0421	Angler's Set	Key
1058	0422	0x422	FLR
1059	0423	0x423	FLR
1060	0424	0x424	FLR
1061	0425	0x425	FLR
1062	0426	0x425	FLR
1063	0427	0x427	FLR
1064	0428	0x428	FLR
1065	0429	0x429	FLR
1066	042A	0x42A	FLR
1067	042B	0x42B	FLR
1068	042C	0x42C	FLR
1069	042D	0x42D	FLR
1070	042E	0x42E	FLR
1071	042F	0x42F	FLR
1072	0430	0x430	FLR
1073	0431	Scooter License	Key
1074	0432	Glass Key	Key
1075	0433	Bathhouse Key	Key
1076	0434	Research Card	Key
1077	0435	Leader Card	Key
1078	0436	Orb of Darkness	Key
1079	0437	0x437	FLR
1080	0438	0x438	FLR
1081	0439	0x439	FLR
1082	043A	0x43A	FLR
1083	043B	0x43B	FLR
1084	043C	0x43C	FLR
1085	043D	0x43D	FLR
1086	043E	0x43E	FLR
1087	043F	0x43F	FLR
1088	0440	0x440	FLR
1089	0441	0x441	FLR
1090	0442	0x442	FLR
1091	0443	0x443	FLR
1092	0444	0x444	FLR
1093	0445	0x445	FLR
1094	0446	0x446	FLR
1095	0447	0x447	FLR
1096	0448	0x448	FLR
1097	0449	0x449	FLR
1098	044A	0x44A	FLR
1099	044B	0x44B	FLR
1100	044C	0x44C	FLR
1101	044D	0x44D	FLR
1102	044E	0x44E	FLR
1103	044F	0x44F	FLR
1104	0450	0x450	FLR
1105	0451	0x451	FLR
1106	0452	0x452	FLR
1107	0453	0x453	FLR
1108	0454	0x454	FLR
1109	0455	0x455	FLR
1110	0456	0x456	FLR
1111	0457	0x457	FLR
1112	0458	0x458	FLR
1113	0459	0x459	FLR
1114	045A	0x45A	FLR
1115	045B	0x45B	FLR
1116	045C	0x45C	FLR
1117	045D	0x45D	FLR
1118	045E	0x45E	FLR
1119	045F	0x45F	FLR
1120	0460	0x460	FLR
1121	0461	0x461	FLR
1122	0462	0x462	FLR
1123	0463	0x463	FLR
1124	0464	Velvet Ticket	Key
1125	0465	Velvet Card	Key
1126	0466	Velvet Pass	Key
1127	0467	Velvet VIP	Key
1128	0468	0x468	FLR
1129	0469	0x469	FLR
1130	046A	0x46A	FLR
1131	046B	0x46B	FLR
1132	046C	0x46C	FLR
1133	046D	0x46D	FLR
1134	046E	0x46E	FLR
1135	046F	0x46F	FLR
1136	0470	Expert Study Methods	Book
1137	0471	English Made Easy	Book
1138	0472	100 Ghost Stories	Book
1139	0473	Office Work Manual	Book
1140	0474	Easy Origami	Book
1141	0475	0x475	FLR
1142	0476	0x476	FLR
1143	0477	0x477	FLR
1144	0478	0x478	FLR
1145	0479	Food Fight!	Book
1146	047A	Beginner Fishing	Book
1147	047B	Expert Fishing	Book
1148	047C	Catching Bugs	Book
1149	047D	World Class Bugs	Book
1150	047E	Home Gardening	Book
1151	047F	Hyperspeed Reading	Book
1152	0480	0x480	FLR
1153	0481	0x481	FLR
1154	0482	0x482	FLR
1155	0483	0x483	FLR
1156	0484	0x484	FLR
1157	0485	0x485	FLR
1158	0486	0x486	FLR
1159	0487	0x487	FLR
1160	0488	0x488	FLR
1161	0489	0x489	FLR
1162	048A	0x48A	FLR
1163	048B	0x48B	FLR
1164	048C	0x48C	FLR
1165	048D	0x48D	FLR
1166	048E	0x48E	FLR
1167	048F	0x48F	FLR
1168	0490	0x490	FLR
1169	0491	0x491	FLR
1170	0492	0x492	FLR
1171	0493	0x493	FLR
1172	0494	0x494	FLR
1173	0495	0x495	FLR
1174	0496	0x496	FLR
1175	0497	0x497	FLR
1176	0498	0x498	FLR
1177	0499	0x499	FLR
1178	049A	0x49A	FLR
1179	049B	0x49B	FLR
1180	049C	0x49C	FLR
1181	049D	0x49D	FLR
1182	049E	Dummy Compendium 1	Key
1183	049F	Dummy Compendium 2	Key
1184	04A0	Buddy's Bandage	SLink
1185	04A1	Shrine Charm	SLink
1186	04A2	Spiral Brooch	SLink
1187	04A3	Cute Strap	SLink
1188	04A4	Coffee Mug	SLink
1189	04A5	Signed Photo	SLink
1190	04A6	Wristbands	SLink
1191	04A7	Family Picture	SLink
1192	04A8	Gratitude Ema	SLink
1193	04A9	Detective Badge	SLink
1194	04AA	Letter to Kou	SLink
1195	04AB	Spike Brush	SLink
1196	04AC	Junes Receipt	SLink
1197	04AD	Old Fountain Pen	SLink
1198	04AE	Clover Bookmark	SLink
1199	04AF	Hospital ID	SLink
1200	04B0	Test Results	SLink
1201	04B1	Compact	SLink
1202	04B2	Annotated Script	SLink
1203	04B3	Handmade Ticket	SLink
1204	04B4	0x4B4	FLR
1205	04B5	0x4B5	FLR
1206	04B6	0x4B6	FLR
1207	04B7	Adachi's Letter	SLink
1208	04B8	Adachi's Number	SLink
1209	04B9	Old Bamboo Comb	SLink
1210	04BA	0x4BA	FLR
1211	04BB	0x4BB	FLR
1212	04BC	0x4BC	FLR
1213	04BD	0x4BD	FLR
1214	04BE	0x4BE	FLR
1215	04BF	0x4BF	FLR
1216	04C0	0x4C0	FLR
1217	04C1	0x4C1	FLR
1218	04C2	0x4C2	FLR
1219	04C3	0x4C3	FLR
1220	04C4	0x4C4	FLR
1221	04C5	0x4C5	FLR
1222	04C6	0x4C6	FLR
1223	04C7	0x4C7	FLR
1224	04C8	Husband's Letters	Key
1225	04C9	Hisano's Letters	Key
1226	04CA	Family Photo	Key
1227	04CB	0x4CB	FLR
1228	04CC	Handkerchief	Key
1229	04CD	White Card	Key
1230	04CE	Round Wallet	Key
1231	04CF	Square Wallet	Key
1232	04D0	Small Package	Key
1233	04D1	Tankiriman Sticker	Key
1234	04D2	Unfinished Model	Shelf
1235	04D3	MF-06S Brahman	Shelf
1236	04D4	Unfinished Model	Shelf
1237	04D5	Heavy-Armor Agni	Shelf
1238	04D6	Mokoi Doll	Shelf
1239	04D7	Unfinished Model	Shelf
1240	04D8	Melee Harihara	Shelf
1241	04D9	Unfinished Model	Shelf
1242	04DA	Turbo Recon Dyaus	Shelf
1243	04DB	Unfinished Model	Shelf
1244	04DC	Mobile Model Varna	Shelf
1245	04DD	Unfinished Model	Shelf
1246	04DE	D-Type Prithvi	Shelf
1247	04DF	0x4DF	FLR
1248	04E0	0x4E0	FLR
1249	04E1	0x4E1	FLR
1250	04E2	0x4E2	FLR
1251	04E3	0x4E3	FLR
1252	04E4	0x4E4	FLR
1253	04E5	0x4E5	FLR
1254	04E6	0x4E6	FLR
1255	04E7	0x4E7	FLR
1256	04E8	0x4E8	FLR
1257	04E9	0x4E9	FLR
1258	04EA	0x4EA	FLR
1259	04EB	The Lovely Man	Book
1260	04EC	Forever Macho	Book
1261	04ED	Man of History	Book
1262	04EE	Man-God	Book
1263	04EF	Farewell to Man	Book
1264	04F0	Off Today	Book
1265	04F1	Short on Cash	Book
1266	04F2	Changing Careers	Book
1267	04F3	Sensei's Friends	Book
1268	04F4	The Final Lesson	Book
1269	04F5	The O-Cha Way	Book
1270	04F6	The Gentle Way	Book
1271	04F7	The Divine Way	Book
1272	04F8	The Ramen Way	Book
1273	04F9	The Punk's Way	Book
1274	04FA	Witch Detective	Book
1275	04FB	Poly-land	Book
1276	04FC	Guide to Pests	Book
1277	04FD	Picross Rules!	Book
1278	04FE	Who Am I?	Book
1279	04FF	0x4FF	FLR
1280	0500	Blank	BLN
1281	0501	Coward's Orb	Material
1282	0502	Selfish Ornament	Material
1283	0503	4th Girl's Talc	Material
1284	0504	Notched Heart	Material
1285	0505	Light Iron	Material
1286	0506	Thick Hide	Material
1287	0507	Glossy Clasp	Material
1288	0508	Electric Rock	Material
1289	0509	Magic Cross	Material
1290	050A	Brave Lumber	Material
1291	050B	Divine Bark	Material
1292	050C	Thought Cross	Material
1293	050D	Supple Metal	Material
1294	050E	Smooth Fabric	Material
1295	050F	Smart Clasp	Material
1296	0510	Living Metal	Material
1297	0511	Big Incisor	Material
1298	0512	Sturdy Molar	Material
1299	0513	Sharp Premolar	Material
1300	0514	Diamond Canine	Material
1301	0515	Brutal Orb	Material
1302	0516	Powered Iron	Material
1303	0517	4th Boy's Talc	Material
1304	0518	Bluff Mask	Material
1305	0519	Curious Line	Material
1306	051A	Rare Poncho	Material
1307	051B	Orb of Love	Material
1308	051C	Klein Bottle	Material
1309	051D	Paleograph	Material
1310	051E	Crimson Cover	Material
1311	051F	Word String	Material
1312	0520	Prophecy Orb	Material
1313	0521	Decorative Stone	Material
1314	0522	Heavy Iron Lump	Material
1315	0523	Trial Obsidian	Material
1316	0524	Calm Marble	Material
1317	0525	Force Rock	Material
1318	0526	Idea Paper	Material
1319	0527	Firm Cloth	Material
1320	0528	Guard Stationery	Material
1321	0529	Oracle Textile	Material
1322	052A	Orb of Vanity	Material
1323	052B	Idle Stone Iron	Material
1324	052C	3rd Girl's Talc	Material
1325	052D	Birdcage Key	Material
1326	052E	Haori Iron	Material
1327	052F	Jet Black Steel	Material
1328	0530	God Tailfeather	Material
1329	0531	Death Sentence	Material
1330	0532	Hard Rock	Material
1331	0533	Stone Hide	Material
1332	0534	Porcelain Statue	Material
1333	0535	Silver Claw	Material
1334	0536	Fur Clasp	Material
1335	0537	Mink Fur	Material
1336	0538	Queen's Nail	Material
1337	0539	Silver Fox Fur	Material
1338	053A	Poison Flower	Material
1339	053B	Quiet Bouquet	Material
1340	053C	Alluring Lily	Material
1341	053D	Royal Blossom	Material
1342	053E	Orb of Pride	Material
1343	053F	Tortoise Shell	Material
1344	0540	3rd Boy's Talc	Material|Bugged
1345	0541	Fruit of Love	Material
1346	0542	Sharp Horn	Material
1347	0543	Safety Angle	Material
1348	0544	Golden Horn	Material
1349	0545	Platinum Shell	Material
1350	0546	Hard Horn	Material
1351	0547	Bronze Reins	Material
1352	0548	Steel Reins	Material
1353	0549	Black Reins	Material
1354	054A	Platinum Reins	Material
1355	054B	Curious Boulder	Material
1356	054C	Power Rock	Material
1357	054D	Rare Raincoat	Material
1358	054E	Snow Stone	Material
1359	054F	Moustache Fiber	Material
1360	0550	Beard Fiber	Material
1361	0551	Dignified Lump	Material
1362	0552	Silver String	Material
1363	0553	Orb of Sloth	Material
1364	0554	Dependent Iron	Material
1365	0555	2nd Girl's Talc	Material
1366	0556	Malice Fragment	Material
1367	0557	Wonder Cloth	Material
1368	0558	Gray Shackle	Material
1369	0559	Cascade String	Material
1370	055A	Ill Will Claw	Material
1371	055B	Platinum Crown	Material
1372	055C	Dogma Clasp	Material
1373	055D	Sacrilege Iron	Material
1374	055E	Ruinous Crown	Material
1375	055F	Crown of Truth	Material
1376	0560	Alloy Signature	Material
1377	0561	Silver Signature	Material
1378	0562	Black Signature	Material
1379	0563	Gold Signature	Material
1380	0564	Tough Hide	Material
1381	0565	Tanned Hide	Material
1382	0566	Compacted Metal	Material
1383	0567	Platinum Lump	Material
1384	0568	Orb of Betrayal	Material
1385	0569	Anguish Stone	Material
1386	056A	2nd Boy's Talc	Material
1387	056B	Loose Parts	Material
1388	056C	Cloth Wings	Material
1389	056D	Chirping Wings	Material
1390	056E	Crystal of Light	Material
1391	056F	Pure White Bead	Material
1392	0570	Passion Clasp	Material
1393	0571	Blade Metal	Material
1394	0572	Yellow Cord	Material
1395	0573	Hemp Cloth	Material
1396	0574	Love Clasp	Material
1397	0575	Jet Black Scale	Material
1398	0576	Venomous Fang	Material
1399	0577	Scorching Scale	Material
1400	0578	Scaly Lump	Material
1401	0579	Forbidden Scale	Material
1402	057A	Shiny Scale	Material
1403	057B	Flame Scale	Material
1404	057C	Miracle Scale	Material
1405	057D	Love Scale	Material
1406	057E	Breakdown Orb	Material
1407	057F	Insolence Steel	Material
1408	0580	1st Girl's Talc	Material
1409	0581	0x581	FLR
1410	0582	Zero Cloth	Material
1411	0583	Bushy Fur	Material
1412	0584	Flame Steel	Material
1413	0585	Brilliant Armor	Material
1414	0586	Iron Gear	Material
1415	0587	Fixing Bolt	Material
1416	0588	Torrent Gear	Material
1417	0589	Platinum Gear	Material
1418	058A	Sheet Metal	Material
1419	058B	Super-Alloy	Material
1420	058C	Black Sheet	Material
1421	058D	Judgement Shot	Material
1422	058E	Flame Sheet	Material
1423	058F	Bull's-Eye Shot	Material
1424	0590	Iron Barrel	Material
1425	0591	Steel Barrel	Material
1426	0592	Golden Barrel	Material
1427	0593	Unknown Barrel	Material
1428	0594	Genuine Orb	Material
1429	0595	Source Lump	Material
1430	0596	1st Boy's Talc	Material
1431	0597	0x597	FLR
1432	0598	Zero Board	Material
1433	0599	Rain Steel	Material
1434	059A	Rain Metal	Material
1435	059B	Cascade Metal	Material
1436	059C	Proof of Spirit	Material
1437	059D	Proof of Fight	Material
1438	059E	Proof of Passion	Material
1439	059F	Claw of Myth	Material
1440	05A0	Formidable Proof	Material
1441	05A1	Life Collar	Material
1442	05A2	Steel Collar	Material
1443	05A3	Demon Collar	Material
1444	05A4	Platinum Fur	Material
1445	05A5	Merciless Cord	Material
1446	05A6	Azalea Cord	Material
1447	05A7	Ayanishiki	Material
1448	05A8	Oguruma Brocade	Material
1449	05A9	Red-Gold Cord	Material
1450	05AA	Orb of Greed	Material
1451	05AB	Submission Shard	Material
1452	05AC	Aloof Myrrh	Material
1453	05AD	0x5AD	FLR
1454	05AE	Black Lamp	Material
1455	05AF	Karma Lamp	Material
1456	05B0	Wrought Lamp	Material
1457	05B1	Devilish Feather	Material
1458	05B2	Golden Cloth	Material
1459	05B3	Magic Cloth	Material
1460	05B4	Treasure Cloth	Material
1461	05B5	Prime Hide	Material
1462	05B6	Demon Cloth	Material
1463	05B7	Iron Eyeball	Material
1464	05B8	Gazing Clasp	Material
1465	05B9	Golden Film	Material
1466	05BA	Mysterious Eye	Material
1467	05BB	Windcutter Cloth	Material
1468	05BC	Practical Cloth	Material
1469	05BD	Knowledge Staff	Material
1470	05BE	Sephirot Staff	Material
1471	05BF	Error-Prone Orb	Material
1472	05C0	Accident Crystal	Material
1473	05C1	Lucky Myrrh	Material
1474	05C2	0x5C2	FLR
1475	05C3	Power String	Material
1476	05C4	Pure Iron Lump	Material
1477	05C5	Silver Lump	Material
1478	05C6	Light String	Material
1479	05C7	Mental Thread	Material
1480	05C8	Cursed Stone	Material
1481	05C9	Death Lump	Material
1482	05CA	Vengeance Steel	Material
1483	05CB	Illusionary Sand	Material
1484	05CC	Golden Sand	Material
1485	05CD	Nightmare Sand	Material
1486	05CE	Mobius Sand	Material
1487	05CF	Rubbery Object	Material
1488	05D0	Stretchy Object	Material
1489	05D1	Unthinkable Metal	Material
1490	05D2	Unknowable Fiber	Material
1491	05D3	Conviction Orb	Material
1492	05D4	Bias Crystal	Material
1493	05D5	Order Myrrh	Material
1494	05D6	0x5D6	FLR
1495	05D7	Nice Ornament	Material
1496	05D8	Perpetual Edge	Material
1497	05D9	Spark Ornament	Material
1498	05DA	Holy Gold Lump	Material
1499	05DB	Golden Dish	Material
1500	05DC	Fashionable Dish	Material
1501	05DD	Shining Dish	Material
1502	05DE	Blessed Dish	Material
1503	05DF	Fixed Lump	Material
1504	05E0	Prime Steel	Material
1505	05E1	Diamond Sheet	Material
1506	05E2	Soul-Death Steel	Material
1507	05E3	Tungsten	Material
1508	05E4	Damascus	Material
1509	05E5	Orichalcum	Material
1510	05E6	Pyroxene Fiber	Material
1511	05E7	Sacrifice Orb	Material
1512	05E8	Oppression Shard	Material
1513	05E9	Service Myrrh	Material
1514	05EA	0x5EA	FLR
1515	05EB	Heavy Chains	Material
1516	05EC	Strength Claw	Material
1517	05ED	Golden Chains	Material
1518	05EE	Platinum Hide	Material
1519	05EF	Tyrannical Hide	Material
1520	05F0	Riveted Hide	Material
1521	05F1	Bloody Hide	Material
1522	05F2	Thunder Bead	Material
1523	05F3	Ripper Horse	Material
1524	05F4	Sharp Thorn	Material
1525	05F5	Steel Thorn	Material
1526	05F6	Hard Thorn	Material
1527	05F7	Blade Thorn	Material
1528	05F8	Cruel Thorn	Material
1529	05F9	Bloody Thorn	Material
1530	05FA	Guard Cloth	Material
1531	05FB	Thirsty Claw	Material
1532	05FC	Activated Felt	Material
1533	05FD	Invincible Felt	Material
1534	05FE	0x5FE	FLR
1535	05FF	0x5FF	FLR
1536	0600	Blank	BLN
1537	0601	Agi	Card
1538	0602	Agilao	Card
1539	0603	Agidyne	Card
1540	0604	Maragi	Card
1541	0605	Maragion	Card
1542	0606	Maragidyne	Card
1543	0607	Garu	Card
1544	0608	Garula	Card
1545	0609	Garudyne	Card
1546	060A	Magaru	Card
1547	060B	Magarula	Card
1548	060C	Magarudyne	Card
1549	060D	Bufu	Card
1550	060E	Bufula	Card
1551	060F	Bufudyne	Card
1552	0610	Mabufu	Card
1553	0611	Mabufula	Card
1554	0612	Mabufudyne	Card
1555	0613	Zio	Card
1556	0614	Zionga	Card
1557	0615	Ziodyne	Card
1558	0616	Mazio	Card
1559	0617	Mazionga	Card
1560	0618	Maziodyne	Card
1561	0619	Megido	Card
1562	061A	Megidola	Card
1563	061B	Megidolaon	Card
1564	061C	Hama	Card
1565	061D	Hamaon	Card
1566	061E	Mahama	Card
1567	061F	Mahamaon	Card
1568	0620	Mudo	Card
1569	0621	Mudoon	Card
1570	0622	Mamudo	Card
1571	0623	Mamudoon	Card
1572	0624	Pulinpa	Card
1573	0625	Tentarafoo	Card
1574	0626	Evil Touch	Card
1575	0627	Evil Smile	Card
1576	0628	Ghastly Wail	Card
1577	0629	Balzac	Card
1578	062A	Valiant Dance	Card
1579	062B	Poisma	Card
1580	062C	Poison Mist	Card
1581	062D	Soul Break	Card
1582	062E	Anima Freeze	Card
1583	062F	Enervation	Card
1584	0630	Old One	Card
1585	0631	Galgalim Eyes	Card
1586	0632	Makajam	Card
1587	0633	Foolish Whisper	Card
1588	0634	Foul Breath	Card
1589	0635	Stagnant Air	Card
1590	0636	Life Drain	Card
1591	0637	Spirit Drain	Card
1592	0638	Assault Dive	Card
1593	0639	Sonic Punch	Card
1594	063A	Double Fangs	Card
1595	063B	Kill Rush	Card
1596	063C	Swift Strike	Card
1597	063D	Twin Shot	Card
1598	063E	Fatal End	Card
1599	063F	Mighty Swing	Card
1600	0640	Torrent Shot	Card
1601	0641	Heat Wave	Card
1602	0642	Gigantic Fist	Card
1603	0643	Blade of Fury	Card
1604	0644	Deathbound	Card
1605	0645	Arrow Rain	Card
1606	0646	Akasha Arts	Card
1607	0647	Tempest Slash	Card
1608	0648	Heaven's Blade	Card
1609	0649	Myriad Arrows	Card
1610	064A	God's Hand	Card
1611	064B	Prayala	Card
1612	064C	Primal Force	Card
1613	064D	Vorpal Blade	Card
1614	064E	Power Slash	Card
1615	064F	Gale Slash	Card
1616	0650	Brave Blade	Card
1617	0651	Herculean Strike	Card
1618	0652	Vicious Strike	Card
1619	0653	Poison Skewer	Card
1620	0654	Poison Arrow	Card
1621	0655	Blight	Card
1622	0656	Virus Wave	Card
1623	0657	Skull Cracker	Card
1624	0658	Mind Slice	Card
1625	0659	Hysterical Slap	Card
1626	065A	Crazy Chain	Card
1627	065B	Muzzle Shot	Card
1628	065C	Seal Bomb	Card
1629	065D	Arm Chopper	Card
1630	065E	Atom Smasher	Card
1631	065F	Cell Breaker	Card
1632	0660	Mustard Bomb	Card
1633	0661	Brain Shake	Card
1634	0662	Navas Nebula	Card
1635	0663	Black Spot	Card
1636	0664	Rainy Death	Card
1637	0665	Rampage	Card
1638	0666	Aeon Rain	Card
1639	0667	Agneyastra	Card
1640	0668	Cruel Attack	Card
1641	0669	Vile Assault	Card
1642	066A	Dia	Card
1643	066B	Diarama	Card
1644	066C	Diarahan	Card
1645	066D	Media	Card
1646	066E	Mediarama	Card
1647	066F	Mediarahan	Card
1648	0670	Salvation	Card
1649	0671	Amrita	Card
1650	0672	Recarm	Card
1651	0673	Samarecarm	Card
1652	0674	Tarunda	Card
1653	0675	Matarunda	Card
1654	0676	Sukunda	Card
1655	0677	Masukunda	Card
1656	0678	Rakunda	Card
1657	0679	Marakunda	Card
1658	067A	Dekunda	Card
1659	067B	Tarukaja	Card
1660	067C	Matarukaja	Card
1661	067D	Sukukaja	Card
1662	067E	Masukukaja	Card
1663	067F	Rakukaja	Card
1664	0680	Marakukaja	Card
1665	0681	Dekaja	Card
1666	0682	Energy Shower	Card
1667	0683	Debilitate	Card
1668	0684	Power Charge	Card
1669	0685	Mind Charge	Card
1670	0686	Tetrakarn	Card
1671	0687	Makarakarn	Card
1672	0688	Tetra Break	Card
1673	0689	Makara Break	Card
1674	068A	Tetraja	Card
1675	068B	Rebellion	Card
1676	068C	Revolution	Card
1677	068D	Fire Break	Card
